ID,Software,Link,Evaluator1,Evaluator2,Evaluator3,Final Decision
C213,Apache httpd,https://serverfault.com/questions/230253/mixing-subversion-svnparentpath-and-per-repository-configurations,Include,Include,,Include
C214,Apache httpd,https://serverfault.com/questions/315556/multiple-separate-apache-daemons-on-same-machine,Include,Include,,Include
C215,Apache httpd,https://serverfault.com/questions/318594/namevirtualhost-12-345-67-89443-has-no-virtualhosts-after-enabling-and-disablin,Include,Include,,Include
C216,Apache httpd,http://serverfault.com/questions/324219/apache-htaccess-rewriterule-to-remove-trailing-slash-infinite-loop,Include,Include,,Include
C217,Apache httpd,https://stackoverflow.com/questions/6174500/log4j-appenders-for-spring-dependencyinjectiontestexecutionlistener,Include,Exclude,Exclude,Exclude
C218,Apache httpd,https://serverfault.com/questions/229981/how-to-get-html-css-jpg-pages-server-by-both-apache-tomcat-with-mod-jk,Include,Exclude,Exclude,Exclude
C219,Apache httpd,https://serverfault.com/questions/225201/apache-return-500-error-with-authentication-by-ldap-secure-port-ldaps,Include,Include,,Include
C220,Apache httpd,https://stackoverflow.com/questions/8309465,Include,Include,,Include
C221,Apache httpd,https://stackoverflow.com/questions/5873388/apache-django-client-denied-by-server-configuration-error,Exclude,Exclude,,Exclude
C222,Apache httpd,https://stackoverflow.com/questions/5894106/apache-authentication-on-root-but-not-on-index-html,Exclude,Exclude,,Exclude
C223,Apache httpd,https://stackoverflow.com/questions/5904411/install-and-use-php-for-iis7-windows-7,Exclude,Exclude,,Exclude
C224,Apache httpd,https://stackoverflow.com/questions/5935796/svn-copy-requires-permissions-to-root-of-repository,Exclude,Exclude,,Exclude
C225,Apache httpd,https://stackoverflow.com/questions/5953803/wamp-server-available-over-wireless-network,Exclude,Exclude,,Exclude
C226,Apache httpd,https://stackoverflow.com/questions/5962975/visual-studio-cant-add-wsdl-resource-in-windows-vista-or-later-through-apache-r,Exclude,Exclude,,Exclude
C227,Apache httpd,https://stackoverflow.com/questions/6025735/running-servlets-in-apache-tomcat,Exclude,Exclude,,Exclude
C228,Apache httpd,https://stackoverflow.com/questions/6066062/after-apache-basicauth-google-chrome-fails-to-display-page-neterr-socket-not,Exclude,Exclude,,Exclude
C229,Apache httpd,https://stackoverflow.com/questions/6162196/setting-up-rails-app-on-apache-with-passenger-rails-doesnt-seem-to-load,Exclude,Exclude,,Exclude
C230,Apache httpd,https://stackoverflow.com/questions/6325107/php-upload-a-file-to-a-directory-outside-the-webserver-root,Exclude,Exclude,,Exclude
C231,Apache httpd,https://stackoverflow.com/questions/6425034/php-cant-find-tmp-directory,Exclude,Exclude,,Exclude
C232,Apache httpd,https://stackoverflow.com/questions/6449400/no-module-named-os-found-django-mod-wsgi-apache-2-2,Exclude,Exclude,,Exclude
C233,Apache httpd,https://stackoverflow.com/questions/6512014/multiple-domains-multiple-vhosts-separate-rails-apps,Exclude,Exclude,,Exclude
C234,Apache httpd,https://stackoverflow.com/questions/6559167/access-denied-in-apache-using-django,Exclude,Exclude,,Exclude
C235,Apache httpd,https://stackoverflow.com/questions/6588639/cleaning-up-404-errors-with-301-mod-rewrite-or-a-pretty-solution,Exclude,Exclude,,Exclude
C236,Apache httpd,https://stackoverflow.com/questions/6610644/virtual-hosts-wamp-2-1,Exclude,Exclude,,Exclude
C237,Apache httpd,https://stackoverflow.com/questions/6683283/open-basedir-restriction-when-running-script-from-command-line,Exclude,Exclude,,Exclude
C238,Apache httpd,https://stackoverflow.com/questions/6759758/get-apache-configuration-from-php-script,Exclude,Exclude,,Exclude
C239,Apache httpd,https://stackoverflow.com/questions/6786112/apache-client-denied-by-server-configuration,Exclude,Exclude,,Exclude
C240,Apache httpd,https://stackoverflow.com/questions/6797623/rewriteengine-producing-recursion-altough-ns-nosubreq-is-specified-why,Exclude,Exclude,,Exclude
C241,Apache httpd,https://stackoverflow.com/questions/6836803/is-there-a-way-in-php-to-output-the-error-log-defined-in-the-apache-configuratio,Exclude,Exclude,,Exclude
C242,Apache httpd,https://stackoverflow.com/questions/6856374/handling-log-and-configuration-files-when-load-balancing-apache,Exclude,Exclude,,Exclude
C243,Apache httpd,https://stackoverflow.com/questions/6918099/setting-up-localhost-urls-to-subfolders,Exclude,Exclude,,Exclude
C244,Apache httpd,http://serverfault.com/questions/407875/how-to-diagnose-dns-virtual-domain-404s,Include,Include,,Include
C245,Apache httpd,http://serverfault.com/questions/367970/virtual-domain-redirection-working-only-partially-with-apache-2-2,Include,Include,,Include
C246,Apache httpd,http://serverfault.com/questions/438726/apache-permission-denied-on-fedora-17-ec2-instance,Include,Include,,Include
C247,Apache httpd,https://serverfault.com/questions/403369/getting-internal-server-error-after-updating-server-config-via-whm,Include,Include,,Include
C248,Apache httpd,https://serverfault.com/questions/418547/apache-mod-fastcgi,Include,Include,,Include
C249,Apache httpd,https://serverfault.com/questions/393159/wildcard-dns-non-existent-subdomains-point-to-main-website,Include,Include,,Include
C250,Apache httpd,https://serverfault.com/questions/414411/session-cache-is-not-configured-why,Include,Include,,Include
C251,Apache httpd,https://serverfault.com/questions/431832/why-am-i-getting-network-error-403-forbidden-in-firebug-for-files-i-am-not-tryi,Include,Include,,Include
C252,Apache httpd,https://serverfault.com/questions/440728/unable-to-upload-to-tmp-directory,Include,Include,,Include
C253,Apache httpd,http://serverfault.com/questions/356391/setting-up-virtualhost-on-osx-10-7-lion,Include,Include,,Include
C254,Apache httpd,http://serverfault.com/questions/362182/changing-the-default-apache-port-doesnt-work,Include,Include,,Include
C255,Apache httpd,https://serverfault.com/questions/446510/apache-php-via-fastcgi,Include,Include,,Include
C256,Apache httpd,https://serverfault.com/questions/418101/apache-client-denied-by-server-configuration-despite-allowing-access-to-direc,Include,Include,,Include
C257,Apache httpd,https://serverfault.com/questions/383946/apache-crashes-when-php-mysql-dll-is-loaded,Include,Include,,Include
C258,Apache httpd,https://serverfault.com/questions/370499/need-apache-configuration-fixed,Include,Include,,Include
C259,Apache httpd,https://serverfault.com/questions/365621/multiple-error-log-locations-for-apache,Include,Include,,Include
C260,Apache httpd,https://serverfault.com/questions/385414/apache-httpd-send-error-logs-to-syslog-and-local-disk-without-touching-etc-sy,Include,Include,,Include
C261,Apache httpd,https://serverfault.com/questions/402630/http-error-413-request-entity-too-large,Include,Include,,Include
C262,Apache httpd,http://serverfault.com/questions/404162/ec2-apache-server-giving-some-old-browsers-a-self-signed-certificate,Include,Include,,Include
C263,Apache httpd,http://serverfault.com/questions/427396/htaccess-does-not-ask-the-password,Include,Include,,Include
C264,Apache httpd,http://serverfault.com/questions/376466/apache-virtualhost-entry-with-windows-hostname,Include,Include,,Include
C265,Apache httpd,https://serverfault.com/questions/418101/apache-client-denied-by-server-configuration-despite-allowing-access-to-direc,Include,Exclude,Exclude,Exclude
C266,Apache httpd,https://serverfault.com/questions/368100/displaying-custom-error-pages-on-different-virtualhosts-in-apache,Include,Include,,Include
C267,Apache httpd,https://serverfault.com/questions/393733/openssl-0-9-on-centos-not-generating-ssl-cert-correctly,Include,Include,,Include
C268,Apache httpd,https://stackoverflow.com/questions/10873295,Include,Include,,Include
C269,Apache httpd,https://serverfault.com/questions/390779/500-internal-server-error-when-setting-up-apache-on-localhost,Include,Include,,Include
C270,Apache httpd,https://stackoverflow.com/questions/8766463/apache-locationmatch-and-basic-auth,Exclude,Exclude,,Exclude
C271,Apache httpd,https://stackoverflow.com/questions/8784462/apache-allow-deny-ip-regex,Exclude,Exclude,,Exclude
C272,Apache httpd,https://stackoverflow.com/questions/8787379/server-and-client-side-programming-language-and-frameworks-to-use-in-embedded-sy,Exclude,Exclude,,Exclude
C273,Apache httpd,https://stackoverflow.com/questions/8789350/php-project-linux-configuration,Exclude,Exclude,,Exclude
C274,Apache httpd,https://stackoverflow.com/questions/8814659/how-do-configure-and-access-up-my-subversion-repository-after-i-install-subversi,Exclude,Exclude,,Exclude
C275,Apache httpd,https://stackoverflow.com/questions/8815403/trouble-installing-mod-mono-on-mac-osx-lion,Exclude,Exclude,,Exclude
C276,Apache httpd,https://stackoverflow.com/questions/8829356/is-the-application-a-reserved-word-in-the-escapetool,Exclude,Exclude,,Exclude
C277,Apache httpd,https://stackoverflow.com/questions/8834403/apache-and-iis-sharing-same-ssl-certificate,Exclude,Exclude,,Exclude
C278,Apache httpd,https://stackoverflow.com/questions/8847923/how-can-i-implement-something-like-apache-reload-in-java,Exclude,Exclude,,Exclude
C279,Apache httpd,https://stackoverflow.com/questions/8857046/cannot-access-files-in-specific-folder,Exclude,Exclude,,Exclude
C280,Apache httpd,https://stackoverflow.com/questions/8873902/apache-rewriting-without-mod-rewrite,Exclude,Exclude,,Exclude
C281,Apache httpd,https://stackoverflow.com/questions/8888988/zend-function-returns-with-a-bad-encoding-after-apache-update,Exclude,Exclude,,Exclude
C282,Apache httpd,https://stackoverflow.com/questions/8892934/apache-configuration-performance-for-django,Exclude,Exclude,,Exclude
C283,Apache httpd,https://stackoverflow.com/questions/8904409/running-node-js-on-a-port-other-than-port-80,Exclude,Exclude,,Exclude
C284,Apache httpd,https://stackoverflow.com/questions/8908399/multiple-domains-all-incorrectly-point-to-the-same-virtualhost-with-django-wsgi,Exclude,Exclude,,Exclude
C285,Apache httpd,https://stackoverflow.com/questions/8908576/why-does-plays-apache-conf-guide-recommend-using-proxypreservehost,Exclude,Exclude,,Exclude
C286,Apache httpd,https://stackoverflow.com/questions/8923997/exif-read-data-working-in-terminal-not-webserver-why,Exclude,Exclude,,Exclude
C287,Apache httpd,https://stackoverflow.com/questions/8942702/can-i-execute-a-shell-script-when-restarting-starting-apache-webserver,Exclude,Exclude,,Exclude
C288,Apache httpd,https://stackoverflow.com/questions/8943421/cannot-import-module,Exclude,Exclude,,Exclude
C289,Apache httpd,https://stackoverflow.com/questions/8967698/videos-not-playing-in-flowplayer-after-configuring-mod-deflate,Exclude,Exclude,,Exclude
C290,Apache httpd,https://stackoverflow.com/questions/8970970/how-can-i-tell-apache-to-serve-these-files-for-a-django-app,Exclude,Exclude,,Exclude
C291,Apache httpd,https://stackoverflow.com/questions/8972127/how-can-i-protect-a-tomcat-webapp-thats-reverse-proxied-in-an-apache2-virtual-h,Exclude,Exclude,,Exclude
C292,Apache httpd,https://stackoverflow.com/questions/8985444/wamp-install-issues-403-forbidden,Exclude,Exclude,,Exclude
C293,Apache httpd,https://stackoverflow.com/questions/8990378/why-rewriterule-in-htaccess-does-not-have-effect,Exclude,Exclude,,Exclude
C294,Apache httpd,https://stackoverflow.com/questions/9005172/can-i-separate-all-http-headers-with-a-comma-even-authorization,Exclude,Exclude,,Exclude
C295,Apache httpd,https://stackoverflow.com/questions/9015934/proxypassreverse-to-tomcat-adding-path-to-url,Exclude,Exclude,,Exclude
C296,Apache httpd,https://stackoverflow.com/questions/9016504/apache-setenv-not-working-as-expected-with-mod-wsgi,Exclude,Exclude,,Exclude
C297,Apache httpd,https://stackoverflow.com/questions/9017747/ispconfig-3-a-ninja-sets-my-open-basedir,Exclude,Exclude,,Exclude
C298,Apache httpd,https://stackoverflow.com/questions/9038141/php-extension-works-from-command-line-but-not-in-httpd-apache-server,Exclude,Exclude,,Exclude
C299,Apache httpd,https://stackoverflow.com/questions/9039710/how-to-make-apache-mod-deflate-and-transfer-encoding-chunked-work-together,Exclude,Exclude,,Exclude
C300,Apache httpd,https://stackoverflow.com/questions/9047369/mod-wsgi-django-and-apache-not-working-correctly,Exclude,Exclude,,Exclude
C301,Apache httpd,https://stackoverflow.com/questions/9047984/access-php-browscap-outside-web-directory-fastcgi,Exclude,Exclude,,Exclude
C302,Apache httpd,https://stackoverflow.com/questions/9069069/how-can-i-increase-the-amount-of-time-apache-waits-before-timing-out-an-http-req,Exclude,Exclude,,Exclude
C303,Apache httpd,https://stackoverflow.com/questions/9070995/html5-server-sent-events-prototyping-ambiguous-error-and-repeated-polling,Exclude,Exclude,,Exclude
C304,Apache httpd,https://stackoverflow.com/questions/9071976/chef-api-server-behind-apache-reverse-http-proxy-returns-http-instead-of-https-l,Exclude,Exclude,,Exclude
C305,Apache httpd,https://stackoverflow.com/questions/10067276/header-add-content-disposition-attachment-causes-internal-server-error,Exclude,Exclude,,Exclude
C306,Apache httpd,https://stackoverflow.com/questions/10743577/redmine-2-on-hostmonster-apache-fcgi-rails-application-failed-to-start-properly,Exclude,Exclude,,Exclude
C307,Apache httpd,https://stackoverflow.com/questions/10828601/why-the-following-apache-htaccess-code-does-not-return-me-my-page,Exclude,Exclude,,Exclude
C308,Apache httpd,https://stackoverflow.com/questions/11037383/django-apache-mod-wsgi-fails-when-debug-false,Exclude,Exclude,,Exclude
C309,Apache httpd,https://stackoverflow.com/questions/11492683/django-apache-mod-wsgi-no-module-named-importlib,Exclude,Exclude,,Exclude
C310,Apache httpd,https://stackoverflow.com/questions/11906220/does-a-gateway-interface-of-cgi-1-1-indicate-a-wsgi-misconfiguration,Exclude,Exclude,,Exclude
C311,Apache httpd,https://stackoverflow.com/questions/12002987/write-htaccess-file-to-prevent-cache-in-folder-and-subfolders,Exclude,Exclude,,Exclude
C312,Apache httpd,https://stackoverflow.com/questions/12402525/apache-james-stmp-flooding,Exclude,Exclude,,Exclude
C313,Apache httpd,https://stackoverflow.com/questions/13415762/getting-500-internal-server-error-in-laravel,Exclude,Exclude,,Exclude
C314,Apache httpd,https://stackoverflow.com/questions/13873071/keepalive-directive-in-htaccess,Exclude,Exclude,,Exclude
C315,Apache httpd,https://stackoverflow.com/questions/8724671/how-to-setup-play-on-a-sub-directory-behind-an-apache-reverse-proxy,Exclude,Exclude,,Exclude
C316,Apache httpd,https://stackoverflow.com/questions/8737432/missing-var-directory-after-apache-httpd-installation,Exclude,Exclude,,Exclude
C317,Apache httpd,https://stackoverflow.com/questions/8742065/nested-http-basic-authentication,Exclude,Exclude,,Exclude
C318,Apache httpd,https://stackoverflow.com/questions/8793480/use-apache-tiles,Exclude,Exclude,,Exclude
C319,Apache httpd,https://stackoverflow.com/questions/8811331/java-load-balancing-options,Exclude,Exclude,,Exclude
C320,Apache httpd,https://stackoverflow.com/questions/8828747/install-wordpress-in-rails-public-directory,Exclude,Exclude,,Exclude
C321,Apache httpd,https://stackoverflow.com/questions/8850297/kloxo-apache-config-template,Exclude,Exclude,,Exclude
C322,Apache httpd,https://stackoverflow.com/questions/9500598/apache-not-serving-django-admin-static-files,Exclude,Exclude,,Exclude
C323,Apache httpd,https://stackoverflow.com/questions/9519266/apache-https-does-not-work-but-http-works,Exclude,Exclude,,Exclude
C324,Apache httpd,https://stackoverflow.com/questions/9580026/while-intsalling-cakephp-on-ububtu-11-10-give-rewrite-module-error,Exclude,Exclude,,Exclude
C325,Apache httpd,https://stackoverflow.com/questions/9594970/allow-from-all-and-options-indexes-is-illegal-option,Exclude,Exclude,,Exclude
